# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	CONCEPT	TOKENS	FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	COGID
1890	Catuquina		bow	k ã t i	kãti	1 7 1 7	AXBZ	KATI	5	5.K.C 5.A.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	kãti	0	1201	- - - - - k - ã - - t - - i	912
2575	ShipiboConibo		bow	k a + n o t i	ka-noti	1 7 9 4 7 1 7	AX_AXBZ	KA_NUTI	18	18.K.C 18.A.V 18._._ 18.N.C 18.U.V 18.T.C 18.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ka+noti	0	1207 1201	k a + - - - - - - - - n o t - - i	925
3113	Yaminahua		bow	k a t i	kati	1 7 1 7	AXBZ	KATI	21	21.K.C 21.A.V 21.T.C 21.I.V	2.0 1.5 1.75 0.8	kati	0	1201	- - - - - k - a - - t - - i	912
3281	Amahuaca		bow	tʃ í/i j ɯ n	chíyun	1 7 6 7 4	AXBYN	TIJIN	1	1.T.C 1.I.V 1.J.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 0.8	tʃí/ijɯn	0	1201	- - tʃ í/i j - - ɯ n - - - - -	909
3282	Amahuaca		bow	j ó/o h i r í/i	yóhirí	6 7 3 7 5 7	AXBYBZ	JUHIRI	1	1.J.C 1.U.V 1.H.C 1.I.V 1.R.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jó/ohirí/i	0	1208	j ó/o h i r í/i	928
3969	Capanahua		bow	p i ʔ a	pihá	1 7 1 7	AXBZ	PIHA	3	3.P.C 3.I.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	piʔa	0	1202	p i ʔ - - - a	911
4339	Moseten		bow	k w i n dʲ e ʔ	kwin'dʸeʔ	1 6 7 4 1 7 1	ACXMBYN	KWINTEH	15	15.K.C 15.W.C 15.I.V 15.N.c 15.T.C 15.E.V 15.H.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	kwindʲeʔ	0	1201	- - - - - k w i n - dʲ e ʔ -	922
4340	Movima		bow	t a + n i + l o	ta-ni-lo	1 7 9 4 7 9 5 7	AX_AX_AX	TA_NI_LU	16	16.T.C 16.A.V 16._._ 16.N.C 16.I.V 16._._ 16.L.C 16.U.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	ta+ni+lo	0	1201 1205 1206	- - t a - - - - - - - - - - + n i + l o	923
5255	Matses		bow	k a n t i	canti	1 7 4 1 7	AXMBZ	KANTI	14	14.K.C 14.A.V 14.N.c 14.T.C 14.I.V	2.0 1.5 1.1 1.75 0.8	kanti	0	1201	- - - - - k - a n - t - - i	912
5742	Sharanahua		bow	k a t i	cati	1 7 1 7	AXBZ	KATI	17	17.K.C 17.A.V 17.T.C 17.I.V	2.0 1.5 1.75 0.8	kati	0	1201	- - - - - k - a - - t - - i	912
5743	Sharanahua		bow	p i a k a t i	piacati	1 7 7 1 7 1 7	AXYBYBZ	PIAKATI	17	17.P.C 17.I.V 17.A.V 17.K.C 17.A.V 17.T.C 17.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	piakati	0	1201	p i - a - k - - - a t - - i	912
6315	Kakataibo		bow	k a n t i	kanti	1 7 4 1 7	AXMBZ	KANTI	12	12.K.C 12.A.V 12.N.c 12.T.C 12.I.V	2.0 1.5 1.1 1.75 0.8	kanti	0	1201	- - - - - k - a n - t - - i	912
6817	Isconahua		bow	t ɨ n k o n t i	tenkonti	1 7 4 1 7 4 1 7	AXMBYMBZ	TINKUNTI	11	11.T.C 11.I.V 11.N.c 11.K.C 11.U.V 11.N.c 11.T.C 11.I.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	tɨnkonti	0	1201	- - t ɨ n k - o n - t - - i	918
8378	Cavinena		bow	e t u n u n u	etununu	7 1 7 4 7 4 7	XBYBYBZ	ETYNYNY	6	6.E.V 6.T.C 6.Y.V 6.N.C 6.Y.V 6.N.C 6.Y.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	etununu	0	1201	- e t u n - - u n - - - - u	914
8976	Tacana		bow	p i s a ts u e	pisatsue	1 7 3 7 2 7 7	AXBYBYZ	PISACYE	19	19.P.C 19.I.V 19.S.C 19.A.V 19.C.C 19.Y.V 19.E.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	pisatsue	0	1202	p i s a ts u e	910
9732	Chacobo		bow	k a n a t i	canati	1 7 4 7 1 7	AXBYBZ	KANATI	7	7.K.C 7.A.V 7.N.C 7.A.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kanati	0	1201	- - - - - k - a n a t - - i	915
10373	Araona		bow	p i ts o e	pitsoe	1 7 2 7 7	AXBYZ	PICUE	2	2.P.C 2.I.V 2.C.C 2.U.V 2.E.V	2.0 1.5 1.75 1.3 0.8	pitsoe	0	1202	p i ts - - o e	910
10457	Kaxarari		bow	k ɐ n a t a ɦ i	kɐnataˈɦi	1 7 4 7 1 7 3 7	AXBYBYBZ	KENATAHI	13	13.K.C 13.E.V 13.N.C 13.A.V 13.T.C 13.A.V 13.H.C 13.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kɐnataɦi	0	1201	- - - - - k - ɐ n a t a ɦ i	915
#
55	EseEjja		boy	ʃ o ʔ i + d e x a	e-šoʔi-dexa	3 7 1 7 9 1 7 3 7	AXBZ_AXBZ	SUHI_TEGA	9	9.S.C 9.U.V 9.H.C 9.I.V 9._._ 9.T.C 9.E.V 9.G.C 9.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	ʃoʔi+dexa	0	1230 1228	ʃ o ʔ - - - i + d e - x - - a	936
615	HuarayoEseEjja		boy	d e x a + ʃ o i	dexa šoi	1 7 3 7 9 3 7 7	AXBZ_AXZ	TEGA_SUI	10	10.T.C 10.E.V 10.G.C 10.A.V 10._._ 10.S.C 10.U.V 10.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	dexa+ʃoi	0	1228 1230	d e - x - - a + ʃ o - - - - i	937
1023	Cashibo		boy	β ɨ r u n ã	βɨrunã	3 7 5 7 4 7	AXBYBZ	BIRYNA	4	4.B.C 4.I.V 4.R.C 4.Y.V 4.N.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	βɨrunã	0	1229	β ɨ r u n ã - - - - -	932
1462	Catuquina		boy	h o n i + β a k ɨ	honi βakɨ	3 7 4 7 9 3 7 1 7	AXBZ_AXBZ	HUNI_BAKI	5	5.H.C 5.U.V 5.N.C 5.I.V 5._._ 5.B.C 5.A.V 5.K.C 5.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	honi+βakɨ	0	1229 1228	h o - - n i - - - - - + β a - k - - ɨ	933
1955	ShipiboConibo		boy	β a k ɨ + β ɨ̃ β o	βakɨ-βɨ̃βo	3 7 1 7 9 3 7 3 7	AXBZ_AXBZ	BAKI_BIBU	18	18.B.C 18.A.V 18.K.C 18.I.V 18._._ 18.B.C 18.I.V 18.B.C 18.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	βakɨ+βɨ̃βo	0	1228 1229	β a - k - - ɨ + β ɨ̃ - - β o - - - - -	944
1956	ShipiboConibo		boy	r a n õ	ranõ	5 7 4 7	AXBZ	RANU	18	18.R.C 18.A.V 18.N.C 18.U.V	2.0 1.5 1.75 0.8	ranõ	0	1229	r a - - n õ - - - - -	949
2622	Yaminahua		boy	β ɨ r o n a + β a k ɨ	βɨrona-βakɨ	3 7 5 7 4 7 9 3 7 1 7	AXBYBZ_AXBZ	BIRUNA_BAKI	21	21.B.C 21.I.V 21.R.C 21.U.V 21.N.C 21.A.V 21._._ 21.B.C 21.A.V 21.K.C 21.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 0.8	βɨrona+βakɨ	0	1229 1228	β ɨ r o n a - - - - - + β a - k - - ɨ	946
3405	Amahuaca		boy	w a k ɯ	vacú	6 7 1 7	AXBZ	WAKI	1	1.W.C 1.A.V 1.K.C 1.I.V	2.0 1.5 1.75 0.8	wakɯ	0	1228	w a - k - - ɯ	929
3624	Capanahua		boy	β a k ɨ	baque	3 7 1 7	AXBZ	BAKI	3	3.B.C 3.A.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	βakɨ	0	1228	β a - k - - ɨ	929
4341	Moseten		boy	m i k i + t	mi'ki-t	4 7 1 7 9 1	AXBZ_A	MIKI_T	15	15.M.C 15.I.V 15.K.C 15.I.V 15._._ 15.T.C	2.0 1.5 1.75 0.8 0.0 2.0	miki+t	0	1228 1231	m i - k - - i + t	941
4342	Movima		boy	ɗ i tʃ i + j e	ɗiči-ye	1 7 1 7 9 6 7	AXBZ_AX	TITI_JE	16	16.T.C 16.I.V 16.T.C 16.I.V 16._._ 16.J.C 16.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ɗitʃi+je	0	1228 1232	ɗ i - tʃ - - i + j e	942
5256	Matses		boy	b a k u ɨ	bacuë	1 7 1 7 7	AXBYZ	PAKYI	14	14.P.C 14.A.V 14.K.C 14.Y.V 14.I.V	2.0 1.5 1.75 1.3 0.8	bakuɨ	0	1228	b a - k u - ɨ	930
5257	Matses		boy	m a d o m p i	madompi	4 7 1 7 4 1 7	AXBYMBZ	MATUMPI	14	14.M.C 14.A.V 14.T.C 14.U.V 14.M.c 14.P.C 14.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	madompi	0	1230	m a d o m p i	947
5744	Sharanahua		boy	f u r o n a n f a k ɯ	furonanfacu	3 7 5 7 4 7 4 3 7 1 7	AXBYBYMBYBZ	BYRUNANBAKI	17	17.B.C 17.Y.V 17.R.C 17.U.V 17.N.C 17.A.V 17.N.c 17.B.C 17.A.V 17.K.C 17.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 1.3 1.75 0.8	furonanfakɯ	0	1229	f u r o n a n f a k ɯ	932
5745	Sharanahua		boy	p ɯ ʂ k o a i	pushcoai	1 7 3 1 7 7 7	AXMBYYZ	PISKUAI	17	17.P.C 17.I.V 17.S.c 17.K.C 17.U.V 17.A.V 17.I.V	2.0 1.5 1.1 1.75 1.3 1.3 0.8	pɯʂkoai	0	1228	p ɯ ʂ k o a i	948
6316	Kakataibo		boy	β̞ ɨ ɾ ɯ n a n	bërunan	3 7 5 7 4 7 4	AXBYBYN	BIRINAN	12	12.B.C 12.I.V 12.R.C 12.I.V 12.N.C 12.A.V 12.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	β̞ɨɾɯnan	0	1229	β̞ ɨ ɾ ɯ n a n - - - -	932
6818	Isconahua		boy	m a h o	maho	4 7 3 7	AXBZ	MAHU	11	11.M.C 11.A.V 11.H.C 11.U.V	2.0 1.5 1.75 0.8	maho	0	1230	m a h o - - -	938
7863	Chipaya		boy	u z a	uza	7 3 7	XBZ	YSA	8	8.Y.V 8.S.C 8.A.V	1.5 1.75 0.8	uza	0	1230	- u z - - - a	935
9151	Tsimane		boy	ã ʋ a ʔ	áva’	7 6 7 1	XBYN	AWAH	20	20.A.V 20.W.C 20.A.V 20.H.c	1.5 1.75 1.3 0.8	ãʋaʔ	0	1229	- ã - - ʋ a ʔ - - - -	945
9677	Chacobo		boy	β a k ɨ	baquë	3 7 1 7	AXBZ	BAKI	7	7.B.C 7.A.V 7.K.C 7.I.V	2.0 1.5 1.75 0.8	βakɨ	0	1228	β a - k - - ɨ	929
10128	Araona		boy	b á/a kʷ a	bácua	1 7 1 7	AXBZ	PAKA	2	2.P.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	bá/akʷa	0	1228	b á/a - kʷ - - a	930
#
146	EseEjja		brain	s a p a + ɗ o x o	e-sapa-ɗoxo	3 7 1 7 9 1 7 3 7	AXBZ_AXBZ	SAPA_TUGU	9	9.S.C 9.A.V 9.P.C 9.A.V 9._._ 9.T.C 9.U.V 9.G.C 9.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	sapa+ɗoxo	0	1257 1259	s - a - - p - - - - - - - a + ɗ o - - x o -	958
1091	Cashibo		brain	m a s p u i	maspui	4 7 3 1 7 7	AXMBYZ	MASPYI	4	4.M.C 4.A.V 4.S.c 4.P.C 4.Y.V 4.I.V	2.0 1.5 1.1 1.75 1.3 0.8	maspui	0	1257	- m a s - p - - - - - u - i	953
1538	Catuquina		brain	m a p o + r ɨ s o	mapo rɨso	4 7 1 7 9 5 7 3 7	AXBZ_AXBZ	MAPU_RISU	5	5.M.C 5.A.V 5.P.C 5.U.V 5._._ 5.R.C 5.I.V 5.S.C 5.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	mapo+rɨso	0	1257 1259	- m a - - p - - - - - - - o + r ɨ - - s o -	954
2043	ShipiboConibo		brain	m a n a p o	manapo	4 7 4 7 1 7	AXBYBZ	MANAPU	18	18.M.C 18.A.V 18.N.C 18.A.V 18.P.C 18.U.V	2.0 1.5 1.75 1.3 1.75 0.8	manapo	0	1257	- m a n a p - - - - - - - o	965
2702	Yaminahua		brain	m a p o + n ã t i	mapo nãti	4 7 1 7 9 4 7 1 7	AXBZ_AXBZ	MAPU_NATI	21	21.M.C 21.A.V 21.P.C 21.U.V 21._._ 21.N.C 21.A.V 21.T.C 21.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	mapo+nãti	0	1257 1258	- m a - - p - - - - - - - o + n ã t i -	952
3498	Amahuaca		brain	m á/a p o m ɯ r a n o	mápomúrano	4 7 1 7 4 7 5 7 4 7	AXBYBYBYBZ	MAPUMIRANU	1	1.M.C 1.A.V 1.P.C 1.U.V 1.M.C 1.I.V 1.R.C 1.A.V 1.N.C 1.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	má/apomɯrano	0	1257	- m á/a - - p o m ɯ - r a n o	950
3849	Capanahua		brain	m a p o + n a ɨ ʂ	mapo naex	4 7 1 7 9 4 7 7 3	AXBZ_AXYN	MAPU_NAIS	3	3.M.C 3.A.V 3.P.C 3.U.V 3._._ 3.N.C 3.A.V 3.I.V 3.S.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.3 0.8	mapo+naɨʂ	0	1257 1258	- m a - - p - - - - - - - o + n a - ɨ ʂ	952
4343	Moseten		brain	s a a s a	'saasa	3 7 7 3 7	AXYBZ	SAASA	15	15.S.C 15.A.V 15.A.V 15.S.C 15.A.V	2.0 1.5 1.3 1.75 0.8	saasa	0	1259	s a - a s a -	962
4344	Movima		brain	t a β a l o + ɓ a kʷ a + n i	taβalo-ɓakʷa-ni	1 7 3 7 5 7 9 1 7 1 7 9 4 7	AXBYBZ_AXBZ_AX	TABALU_PAKA_NI	16	16.T.C 16.A.V 16.B.C 16.A.V 16.L.C 16.U.V 16._._ 16.P.C 16.A.V 16.K.C 16.A.V 16._._ 16.N.C 16.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	taβalo+ɓakʷa+ni	0	1257 1259 1258	t - a - - β - - - - - a l o + ɓ a - - kʷ a - + n i - - -	963
5259	Matses		brain	m a p i d u k k i d	mapiducquid	4 7 1 7 1 7 1 1 7 1	AXBYBYMBYN	MAPITYKKIT	14	14.M.C 14.A.V 14.P.C 14.I.V 14.T.C 14.Y.V 14.K.c 14.K.C 14.I.V 14.T.c	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 1.3 0.8	mapidukkid	0	1257	- m a - - p i d u k k i d -	961
5746	Sharanahua		brain	m a p o + n a t i	mapo nati	4 7 1 7 9 4 7 1 7	AXBZ_AXBZ	MAPU_NATI	17	17.M.C 17.A.V 17.P.C 17.U.V 17._._ 17.N.C 17.A.V 17.T.C 17.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	mapo+nati	0	1257 1258	- m a - - p - - - - - - - o + n a t i -	952
5747	Sharanahua		brain	m a p o + r ɯ s o	mapo ruso	4 7 1 7 9 5 7 3 7	AXBZ_AXBZ	MAPU_RISU	17	17.M.C 17.A.V 17.P.C 17.U.V 17._._ 17.R.C 17.I.V 17.S.C 17.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	mapo+rɯso	0	1257 1259	- m a - - p - - - - - - - o + r ɯ - - s o -	954
6317	Kakataibo		brain	m a s p ɯ i	maspui	4 7 3 1 7 7	AXMBYZ	MASPII	12	12.M.C 12.A.V 12.S.c 12.P.C 12.I.V 12.I.V	2.0 1.5 1.1 1.75 1.3 0.8	maspɯi	0	1257	- m a s - p - - - - - ɯ - i	953
6819	Isconahua		brain	m a p o + ɾ ɨ ʃ o	mapo resho	4 7 1 7 9 5 7 3 7	AXBZ_AXBZ	MAPU_RISU	11	11.M.C 11.A.V 11.P.C 11.U.V 11._._ 11.R.C 11.I.V 11.S.C 11.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	mapo+ɾɨʃo	0	1257 1259	- m a - - p - - - - - - - o + ɾ ɨ - - ʃ o -	954
7938	Chipaya		brain	z qʰ e p l a	zqhepla	3 1 7 1 5 7	ACYBCZ	SKEPLA	8	8.S.C 8.K.C 8.E.V 8.P.C 8.L.C 8.A.V	2.0 1.5 1.3 1.75 1.5 0.8	zqʰepla	0	1257	z qʰ e - - p - - - - - - l a	957
8244	Cavinena		brain	ts a p u n a	-tsapuna	2 7 1 7 4 7	AXBYBZ	CAPYNA	6	6.C.C 6.A.V 6.P.C 6.Y.V 6.N.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tsapuna	0	1257	ts - a - - p - - - - - u n a	955
8783	Tacana		brain	e + tʃ u a + b u ʃ u	e-chua bushu	7 9 1 7 7 9 1 7 3 7	X_AXZ_AXBZ	E_TYA_PYSY	19	19.E.V 19._._ 19.T.C 19.Y.V 19.A.V 19._._ 19.P.C 19.Y.V 19.S.C 19.Y.V	1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	e+tʃua+buʃu	0	1260 1258 1259	e + tʃ u - a - + b u - - ʃ u -	966
9504	Tsimane		brain	s a ʔ s a ʔ	sa’sa’	3 7 1 3 7 1	AXBCYN	SAHSAH	20	20.S.C 20.A.V 20.H.C 20.S.C 20.A.V 20.H.c	2.0 1.5 1.75 1.5 1.3 0.8	saʔsaʔ	0	1259	s a ʔ - s a ʔ	962
9870	Chacobo		brain	m a p i	mapi	4 7 1 7	AXBZ	MAPI	7	7.M.C 7.A.V 7.P.C 7.I.V	2.0 1.5 1.75 0.8	mapi	0	1257	- m a - - p - - - - - - - i	953
10200	Araona		brain	d o b o s o	doboso	1 7 1 7 3 7	AXBYBZ	TUPUSU	2	2.T.C 2.U.V 2.P.C 2.U.V 2.S.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	doboso	0	1257	d - o - - b - - - - - o s o	951
#
310	EseEjja		break (destroy or get destroyed)	s a h a	saha-	3 7 3 7	AXBZ	SAHA	9	9.S.C 9.A.V 9.H.C 9.A.V	2.0 1.5 1.75 0.8	saha	0	1289	s a - - - h - - - a	975
311	EseEjja		break (destroy or get destroyed)	kʷ i a s a x a + k i	kʷiasaxa-ki-	1 7 7 3 7 3 7 9 1 7	AXYBYBZ_AX	KIASAGA_KI	9	9.K.C 9.I.V 9.A.V 9.S.C 9.A.V 9.G.C 9.A.V 9._._ 9.K.C 9.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8 0.0 2.0 1.5	kʷiasaxa+ki	0	1289 1291	kʷ i - - a s - a x a + - - k - i - -	989
1236	Cashibo		break (destroy or get destroyed)	t ɨ k ɨ n + t i	tɨ'kɨn-ti	1 7 1 7 4 9 1 7	AXBYN_AX	TIKIN_TI	4	4.T.C 4.I.V 4.K.C 4.I.V 4.N.c 4._._ 4.T.C 4.I.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	tɨkɨn+ti	0	1291 1289	t ɨ k - ɨ n - + t - - - - - - - - i	970
1683	Catuquina		break (destroy or get destroyed)	t o β a	toβa-	1 7 3 7	AXBZ	TUBA	5	5.T.C 5.U.V 5.B.C 5.A.V	2.0 1.5 1.75 0.8	toβa	0	1289	t - - - - - - o β a	971
2241	ShipiboConibo		break (destroy or get destroyed)	s ɨ k ɨ	sɨkɨ	3 7 1 7	AXBZ	SIKI	18	18.S.C 18.I.V 18.K.C 18.I.V	2.0 1.5 1.75 0.8	sɨkɨ	0	1291	s ɨ k - ɨ - -	982
2242	ShipiboConibo		break (destroy or get destroyed)	t ɨ s ɨ	tɨsɨ	1 7 3 7	AXBZ	TISI	18	18.T.C 18.I.V 18.S.C 18.I.V	2.0 1.5 1.75 0.8	tɨsɨ	0	1289	t ɨ - - - s - - - ɨ	967
2243	ShipiboConibo		break (destroy or get destroyed)	t o ɨ t i	toɨti	1 7 7 1 7	AXYBZ	TUITI	18	18.T.C 18.U.V 18.I.V 18.T.C 18.I.V	2.0 1.5 1.3 1.75 0.8	toɨti	0	1289	t o - - ɨ - t - - i	997
2244	ShipiboConibo		break (destroy or get destroyed)	ts a a t i	c̷aati	2 7 7 1 7	AXYBZ	CAATI	18	18.C.C 18.A.V 18.A.V 18.T.C 18.I.V	2.0 1.5 1.3 1.75 0.8	tsaati	0	1289	ts a - - a - t - - i	999
2863	Yaminahua		break (destroy or get destroyed)	t ɨ k ɨ + k ĩ	tɨkɨ-kĩ	1 7 1 7 9 1 7	AXBZ_AX	TIKI_KI	21	21.T.C 21.I.V 21.K.C 21.I.V 21._._ 21.K.C 21.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	tɨkɨ+kĩ	0	1289 1291	t ɨ - k - - - - - ɨ + - - k - ĩ - -	985
2864	Yaminahua		break (destroy or get destroyed)	m o ʃ i + k ĩ	moši-kĩ	4 7 3 7 9 1 7	AXBZ_AX	MUSI_KI	21	21.M.C 21.U.V 21.S.C 21.I.V 21._._ 21.K.C 21.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	moʃi+kĩ	0	1289 1291	m o - - - ʃ - - - i + - - k - ĩ - -	994
2865	Yaminahua		break (destroy or get destroyed)	p o s i + k ĩ	posi-kĩ	1 7 3 7 9 1 7	AXBZ_AX	PUSI_KI	21	21.P.C 21.U.V 21.S.C 21.I.V 21._._ 21.K.C 21.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	posi+kĩ	0	1289 1291	p o - - - s - - - i + - - k - ĩ - -	994
3214	Amahuaca		break (destroy or get destroyed)	t ó/o ʃ i	tóshiihí	1 7 3 7	AXBZ	TUSI	1	1.T.C 1.U.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	tó/oʃi	0	1289	t ó/o - - - ʃ - - - i	967
3765	Capanahua		break (destroy or get destroyed)	w a ʂ a	huaxaquin	6 7 3 7	AXBZ	WASA	3	3.W.C 3.A.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	waʂa	0	1289	w a - - - ʂ - - - a	969
3766	Capanahua		break (destroy or get destroyed)	t o ʃ a	toshaquin	1 7 3 7	AXBZ	TUSA	3	3.T.C 3.U.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	toʃa	0	1289	t o - - - ʃ - - - a	967
3767	Capanahua		break (destroy or get destroyed)	t ɨ ʔ k a	tehcaquin	1 7 1 1 7	AXMBZ	TIHKA	3	3.T.C 3.I.V 3.H.c 3.K.C 3.A.V	2.0 1.5 1.1 1.75 0.8	tɨʔka	0	1289	t ɨ ʔ k - - - - - a	995
4345	Moseten		break (destroy or get destroyed)	i ɲ w ã ʔ tʃ a i	iɲwãʔ'čai	7 4 6 7 1 1 7 7	XBCYMBYZ	INWAHTAI	15	15.I.V 15.N.C 15.W.C 15.A.V 15.H.c 15.T.C 15.A.V 15.I.V	1.5 1.75 1.5 1.3 1.1 1.75 1.3 0.8	iɲwãʔtʃai	0	1289	- i ɲ w ã ʔ tʃ a - i	979
4346	Moseten		break (destroy or get destroyed)	t o k ʔ h e	tokʔ'he	1 7 1 1 3 7	AXMBCZ	TUKHHE	15	15.T.C 15.U.V 15.K.c 15.H.C 15.H.C 15.E.V	2.0 1.5 1.1 1.75 1.5 0.8	tokʔhe	0	1289	t o - k ʔ h - - - e	991
4347	Movima		break (destroy or get destroyed)	k a p ʔⁿ + k a + tʃ o + n a	kan̉-ka-čo-na	1 7 1 1 9 1 7 9 1 7 9 4 7	AXLN_AX_AX_AX	KAPH_KA_TU_NA	16	16.K.C 16.A.V 16.P.c 16.H.c 16._._ 16.K.C 16.A.V 16._._ 16.T.C 16.U.V 16._._ 16.N.C 16.A.V	2.0 1.5 1.1 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	kapʔⁿ+ka+tʃo+na	0	1293 1291 1289 1294	k a p ʔⁿ + - - k - a - - + tʃ - - - - - - - - o + n a	980
5260	Matses		break (destroy or get destroyed)	k u ɨ ʂ	cuëʂ	1 7 7 3	AXYN	KYIS	14	14.K.C 14.Y.V 14.I.V 14.S.c	2.0 1.5 1.3 0.8	kuɨʂ	0	1291	- - k u ɨ - ʂ	978
5748	Sharanahua		break (destroy or get destroyed)	f a ʂ n ɯ i	fashnui	3 7 3 4 7 7	AXBCYZ	BASNII	17	17.B.C 17.A.V 17.S.C 17.N.C 17.I.V 17.I.V	2.0 1.5 1.75 1.5 1.3 0.8	faʂnɯi	0	1289	f a ʂ n ɯ - - - - i	981
5749	Sharanahua		break (destroy or get destroyed)	n a s a i	nasai	4 7 3 7 7	AXBYZ	NASAI	17	17.N.C 17.A.V 17.S.C 17.A.V 17.I.V	2.0 1.5 1.75 1.3 0.8	nasai	1	1289	n a - - - s - - a i	973
6267	Sharanahua		break (destroy or get destroyed)	t ɯ k ɯ i	tucui	1 7 1 7 7	AXBYZ	TIKII	17	17.T.C 17.I.V 17.K.C 17.I.V 17.I.V	2.0 1.5 1.75 1.3 0.8	tɯkɯi	0	1289	t ɯ - k - - - ɯ - i	985
6318	Kakataibo		break (destroy or get destroyed)	β̞ a ʂ k a t i	báxkati	3 7 3 1 7 1 7	AXMBYBZ	BASKATI	12	12.B.C 12.A.V 12.S.c 12.K.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	β̞aʂkati	0	1289	β̞ a ʂ k a - t - - i	977
6319	Kakataibo		break (destroy or get destroyed)	p ɯ a t i	puati	1 7 7 1 7	AXYBZ	PIATI	12	12.P.C 12.I.V 12.A.V 12.T.C 12.I.V	2.0 1.5 1.3 1.75 0.8	pɯati	0	1289	p ɯ - - a - t - - i	990
6820	Isconahua		break (destroy or get destroyed)	m o ʃ a	mosha	4 7 3 7	AXBZ	MUSA	11	11.M.C 11.U.V 11.S.C 11.A.V	2.0 1.5 1.75 0.8	moʃa	0	1289	m o - - - ʃ - - - a	976
7597	Chipaya		break (destroy or get destroyed)	χ w a r	jwar-z	3 6 7 5	ACXN	GWAR	8	8.G.C 8.W.C 8.A.V 8.R.c	2.0 1.5 1.5 0.8	χwar	0	1292	χ w a r - - - - -	974
7598	Chipaya		break (destroy or get destroyed)	qʰ o l z	qholz-z	1 7 5 3	AXLN	KULS	8	8.K.C 8.U.V 8.L.c 8.S.c	2.0 1.5 1.1 0.8	qʰolz	0	1291	- - qʰ - o l z	988
