ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	COGIDS	ALIGNMENT	AUTOCOGID
2137	ShipiboConibo	chili pepper	yoči	yoči	j o tʃ i	None	1762		- j o tʃ i	676
2729	Yaminahua	chili pepper	noči	noči	n o tʃ i	None	1762		- n o tʃ i	676
3174	Amahuaca	chili pepper	yochí	yochí	j o tʃ í/i	None	1762		- j o tʃ í/i	676
4124	Capanahua	chili pepper	yochi	yochi	j o tʃ i	None	1762		- j o tʃ i	676
4280	Moseten	chili pepper	taʔ	taʔ	t a.ʔ	None	1764		t a.ʔ	678
4281	Movima	chili pepper	čihi	čihi	tʃ i h i	None	3090		tʃ i h i	678
5149	Matses	chili pepper	sia	sia	s i a	None	1766		s i a	679
6180	Kakataibo	chili pepper	sia	sia	s i a	None	1766		s i a	679
6663	Isconahua	chili pepper	batan nochi	batan nochi	β a t a n n o tʃ i	None	1765		β a t a n + - n o tʃ i	676
6664	Isconahua	chili pepper	nochi	nochi	n o tʃ i	None	1762		- n o tʃ i	676
7187	Sharanahua	chili pepper	yochi	yochi	j u tʃ i	None	1762		- j u tʃ i	676
7245	Chipaya	chili pepper	tapa	tapa	t a p a	None	3024		t a p a	678
8106	Cavinena	chili pepper	biju	biju	b i h u	None	1763		b i h u	677
8493	Tacana	chili pepper	bid’u	bid’u	b i ɽ u	None	1763		b i ɽ u	677
9317	Tsimane	chili pepper	tá’, eyodye	tá’	t ã.ʔ	None	1764		t ã.ʔ	678
9318	Tsimane	chili pepper	tá’, eyodye	eyodye	e j o dʲ e	None	1762		e j o dʲ e	676
9840	Chacobo	chili pepper	yochi	yochi	j o tʃ i	None	1762		- j o tʃ i	676
9931	Araona	chili pepper	bizo	bizo	b i ɽ o	None	1763		b i ɽ o	677
506	EseEjja	choose	mepe-nahe	mepe-nahe	m e p e n a h e	None	1797		m e p e - + n a h e	683
933	HuarayoEseEjja	choose	mepe-kwe	mepe-kwe	m e p e	None	1796		m e p e -	683
1358	Cashibo	choose	ka'is-ti	ka'is-ti	k ai s t i	None	1788		k ai s - - + t i	680
2444	ShipiboConibo	choose	katoti	katoti	k a t o t i	None	1792		k a t o + t i	680
2978	Yaminahua	choose	kãto-kĩ	kãto-kĩ	k ã t o k ĩ	None	1793		k ã t o + - k ĩ	680
3443	Amahuaca	choose	cátooquín	cátooquín	k á/a t o o	None	1788		k á/a t o o	680
3589	Capanahua	choose	caisquin	caisquin	k ai s	None	1788		k ai s - -	680
4282	Moseten	choose	yim'kyem	yim'kyem	j i m k j e m	None	1798		j i m k j e m	685
4283	Movima	choose	hon̉-na	hon̉-na	h o p ʔⁿ n a	None	1799		h o p ʔⁿ + n a	686
5150	Matses	choose	nibed	nibed	n i b e d	None	1796		n i b e d	684
5631	Sharanahua	choose	catoin	catoin	k a t u i n	None	1791		k a t u + i n	680
6181	Kakataibo	choose	kaisti	kaisti	k ai s t i	None	1788		k ai s - - + t i	680
6665	Isconahua	choose	kachin	kachin	k a tʃ i n	None	1789		k a tʃ i n	680
7645	Chipaya	choose	tsap-z	tsap-z	ts a p	None	1795		ts a p	682
7884	Chacobo	choose	bihaina	bihaina	β i	None	5701		β i	681
8547	Tacana	choose	dhare	dhare	ð a ɾ e	None	1801		ð a ɾ e	687
9062	Tsimane	choose	dyitsi’tsij, jajicdyi	dyitsi’tsij	dʲ i ts i.ʔ ts i.h	None	1802		dʲ i ts i.ʔ + ts i h	688
9063	Tsimane	choose	dyitsi’tsij, jajicdyi	jajicdyi	h a h i k dʲ i	None	1803		h a h i k + dʲ i	689
10038	Araona	choose	idyada	idyada	i dʲ a d a	None	2371		i dʲ a d a	680
680	HuarayoEseEjja	claw	e-'me	e-'me	m e	None	5722		m e	690
1088	Cashibo	claw	ʔõ'c̷is	ʔõ'c̷is	ʔ o ~ ts i s	None	1811		ʔ o + ~ ts i s -	691
1526	Catuquina	claw	mɨ̃c̷is	mɨ̃c̷is	m ɨ ~ ts i s	None	5763		m ɨ + ~ ts i s -	691
2034	ShipiboConibo	claw	mɨ̃-c̷is	mɨ̃-c̷is	m ɨ ~ ts i s	None	5763		m ɨ + ~ ts i s -	691
2646	Yaminahua	claw	mi-c̷is čai	mi-c̷is čai	m i ts i s tʃ a i	None	5764		m i + - ts i s - + tʃ a i	691
3780	Capanahua	claw	meton	meton	m ɨ t o n	None	5744		m ɨ + t o ( n )	690
4284	Moseten	claw	'patki	'patki	p a t k i	None	1813		p a t + k i	694
5632	Sharanahua	claw	mutsisi	mutsisi	m ɨ ts i s i	None	5763		m ɨ + - ts i s i	691
6182	Kakataibo	claw	mëkën	mëkën	m ɨ k ɨ n	None	5754		m ɨ + k ɨ n	690
6666	Isconahua	claw	intsis	intsis	i n ts i s	None	5784		i + n ts i s -	691
7091	Matses	claw	mëntsis	mëntsis	m ɨ n ts i s	None	5763		m ɨ + n ts i s -	691
7222	Chipaya	claw	najna, isñi	najna	n a x n a	None	3142		n a x n a	693
7223	Chipaya	claw	najna, isñi	isñi	i s ɲ i	None	1810		i s ɲ i	696
7834	Tacana	claw	ehuatsi, metid’iji	ehuatsi	w a ts i	None	1814		w a ts i	695
7835	Tacana	claw	ehuatsi, metid’iji	metid’iji	m e t i ɽ i h i	None	5738		m e + t i ɽ i h i	690
8313	Cavinena	claw	meshuru	meshuru	m e ʃ u r u	None	5739		m e + ʃ u r u	690
9224	Tsimane	claw	pa’tyi’	pa’tyi’	p a.ʔ tʲ i.ʔ	None	1812		p a.ʔ - + tʲ i.ʔ	694
9765	Chacobo	claw	rëhuixëni ca jotsisi	rëhuixëni ca jotsisi	r ɨ w i ʂ ɨ n i k a h o ts i s i	None	1815		r ɨ w i ʂ ɨ n i + k a + h o + - ts i s - + i	692
483	EseEjja	clean	-kixene	-kixene	k i x e n e	None	1842		k i x e n e	704
484	EseEjja	clean	eweɗe	eweɗe	w e ɗ e	None	1835		w e ɗ e	709
485	EseEjja	clean	kʷi-	kʷi-	kʷ i	None	1840		kʷ i	704
921	HuarayoEseEjja	clean	kia-wio	kia-wio	k i a w i o	None	1843		k i a + w i o	704
922	HuarayoEseEjja	clean	kia-bohia	kia-bohia	k i a b o h i a	None	1849		k i a + b o h i a	704
1343	Cashibo	clean	tɨ'ɨkɨ	tɨ'ɨkɨ	t ɨɨ k ɨ	None	3417		t ɨɨ k ɨ	700
1804	Catuquina	clean	ṣ̌ošṣ̌a-ma	ṣ̌ošṣ̌a-ma	tʃ o ʂ tʃ a m a	None	3433		tʃ o ʂ tʃ a + m a	699
1805	Catuquina	clean	tošβa	tošβa	t o ʂ β a	None	3416		t o ʂ β a	699
2422	ShipiboConibo	clean	oro-ti	oro-ti	o r o t i	None	1844		o r o + t i	706
2423	ShipiboConibo	clean	kɨrasma	kɨrasma	k ɨ r a s m a	None	1852		k ɨ r a s + m a	711
2961	Yaminahua	clean	čošta-ma	čošta-ma	tʃ o ʃ t a m a	None	3433		tʃ o ʃ t a + m a	699
3131	Amahuaca	clean	joxó	joxó	h o ʂ ó/o	None	943		h o - - ʂ ó/o	697
3962	Capanahua	clean	rishtáma	rishtáma	r i ʃ t a m a	None	2705		r i ʃ t a + m a	699
4285	Movima	clean	ha-yau	ha-yau	h a j au	None	3415		h a + j au	697
5633	Sharanahua	clean	choshtama	choshtama	tʃ u ʃ t a m a	None	3433		tʃ u ʃ t a + m a	699
5634	Sharanahua	clean	napashun	napashun	n a p a ʃ ɨ n	None	1850		n a p a ʃ ɨ n	710
6183	Kakataibo	clean	chuama	chuama	tʃ ɯ a m a	None	5010		tʃ ɯ a + m a	699
6184	Kakataibo	clean	tërënkë	tërënkë	t ɨ ɾ ɨ n k ɨ	None	5663		t ɨ ɾ ɨ + n k ɨ	700
6667	Isconahua	clean	chokis chokismis	chokis chokismis	tʃ o k i s tʃ o k i s m i s	None	4206		tʃ o k i + s + tʃ o k i + s + m i s	705
7712	Chipaya	clean	zhkayi, llumpaqa	zhkayi	ʐ k a j i	None	1841		ʐ k a j i	703
7713	Chipaya	clean	zhkayi, llumpaqa	llumpaqa	ʎ u m p a q a	None	1847		ʎ u m p a q a	708
8356	Cavinena	clean	pupi	pupi	p u p i	None	1837		p u p i	701
8824	Tacana	clean	tseruda	tseruda	ts e ɾ u d a	None	1845		ts e ɾ u + d a	706
9010	Tsimane	clean	chui’buty	chui’buty	tʃ ɨ i.ʔ b ɨ tʲ	None	1846		tʃ ɨ i.ʔ b ɨ + tʲ	707
9447	Chacobo	clean	bahëhaca ca	bahëhaca ca	β a ʔ ɨ ʔ a k a k a	None	3414		β a ʔ ɨ ʔ a k a + k a	702
9861	Araona	clean	ahuishi	ahuishi	a w i ʃ i	None	1835		- - - - a + w i ʃ i	698
254	EseEjja	cloth	ɗaki	ɗaki	ɗ a k i	None	1387		ɗ a k i	715
753	HuarayoEseEjja	cloth	daki	daki	d a k i	None	1387		d a k i	715
1167	Cashibo	cloth	čopa	čopa	tʃ o p a	None	1895		tʃ o p a	712
1168	Cashibo	cloth	ha'pa	ha'pa	h a p a	None	1385		h a p a	712
1608	Catuquina	cloth	tari kato-ta	tari kato-ta	t a r i k a t o t a	None	1384		t a r i + k a t o + t a	714
2148	ShipiboConibo	cloth	čopa	čopa	tʃ o p a	None	1895		tʃ o p a	712
2738	Yaminahua	cloth	sama	sama	s a m a	None	1399		s a m a	722
3415	Amahuaca	cloth	chópa-xátu	chópa-xátu	tʃ ó/o p a ʂ á/a t ɨ	None	1896		tʃ ó/o p a + ʂ á/a t ɨ -	712
3612	Capanahua	cloth	chopa	chopa	tʃ o p a	None	1895		tʃ o p a	712
4286	Moseten	cloth	kis'ye	kis'ye	k i s j e	None	1398		k i s j e	719
4287	Movima	cloth	ɗoʔwe-wan-oh	ɗoʔwe-wan-oh	ɗ o ʔ w e w a n o h	None	1905		ɗ o ʔ w e + w a n + o h	720
5151	Matses	cloth	daʂcute	daʂcute	d a ʂ k u t e	None	1413		d a ʂ k u + t e	718
5635	Sharanahua	cloth	pano	pano	p a n u	None	1680		- - p a n u	721
5636	Sharanahua	cloth	poto	poto	p u t u	None	1412		p u t u	723
7281	Chipaya	cloth	zkiti	zkiti	z k i t i	None	1386		z k i t i	717
8145	Cavinena	cloth	ejutuki	ejutuki	h u t u k i	None	1873		h u t u k i	715
9267	Tsimane	cloth	quí’si’	quí’si’	k ī.ʔ s i.ʔ	None	1398		k ī.ʔ - - - + s i.ʔ	719
9760	Chacobo	cloth	raiti	raiti	r ai t i	None	1874		r ai t i	716
10102	Araona	cloth	masha	masha	m a ʃ a	None	1876		m a ʃ a	713
253	EseEjja	clothes	ɗaki	ɗaki	ɗ a k i	None	1387		ɗ a k i	726
752	HuarayoEseEjja	clothes	daki	daki	d a k i	None	1387		d a k i	726
1165	Cashibo	clothes	čupa	čupa	tʃ u p a	None	1895		tʃ u p a	724
1166	Cashibo	clothes	ha'pa	ha'pa	h a p a	None	1385		h a p a	724
1607	Catuquina	clothes	tari	tari	t a r i	None	1383		t a r i	726
2145	ShipiboConibo	clothes	tari	tari	t a r i	None	1383		t a r i	726
2146	ShipiboConibo	clothes	sawɨ-ti	sawɨ-ti	s a w ɨ t i	None	1899		s a w ɨ + t i	725
2147	ShipiboConibo	clothes	kotõ	kotõ	k o t õ	None	1394		k o t õ	733
2737	Yaminahua	clothes	rapa-ti	rapa-ti	r a p a t i	None	1910		r a p a + t i	724
3480	Amahuaca	clothes	chópa	chópa	tʃ ó/o p a	None	1895		tʃ ó/o p a	724
3967	Capanahua	clothes	sahueti, chopa	sahueti	s a w ɨ t i	None	1899		s a w ɨ + t i	725
3968	Capanahua	clothes	sahueti, chopa	chopa	tʃ o p a	None	1895		tʃ o p a	724
4288	Moseten	clothes	koft'yi-t	koft'yi-t	k o f tʲ i t	None	1395		k o f tʲ i + t	730
4289	Moseten	clothes	kis'ye	kis'ye	k i s j e	None	1398		k i s j e	732
4290	Movima	clothes	ɗoʔwe	ɗoʔwe	ɗ o ʔ w e	None	1904		ɗ o ʔ w e	731
5152	Matses	clothes	daʂcute	daʂcute	d a ʂ k u t e	None	1413		d a ʂ k u + t e	729
5637	Sharanahua	clothes	nutati	nutati	n ɨ t a t i	None	1906		n ɨ t a t i	728
5638	Sharanahua	clothes	sahuuti	sahuuti	s a w ɨ t i	None	1899		s a w ɨ + t i	725
6185	Kakataibo	clothes	'apá	'apá	ʔ a p a	None	1385		ʔ a p a	724
6186	Kakataibo	clothes	chupa	chupa	tʃ ɯ p a	None	1895		tʃ ɯ p a	724
6668	Isconahua	clothes	bachi	bachi	β a tʃ i	None	1393		β a tʃ i	728
7737	Chipaya	clothes	zkiti	zkiti	z k i t i	None	1386		z k i t i	725
8424	Cavinena	clothes	una	una	u n a	None	1901		u n a	727
8613	Tacana	clothes	e-sai-ba-ji	e-sai-ba-ji	s a.i b a h i	None	1895		s a.i b a + h i	724
9266	Tsimane	clothes	quí’si	quí’si	k ī.ʔ s i	None	1398		k ī.ʔ - - - + s i	732
9759	Chacobo	clothes	raiti	raiti	r ai t i	None	1874		r ai t i	728
10052	Araona	clothes	jaibai	jaibai	h a.i b a.i	None	1385		h a.i b a.i	724
10225	Kaxarari	clothes	ʃubalu	ʃubalu	ʃ u b a l u	None	1898		ʃ u b a + l u	724
28	EseEjja	cloud	ɓo	ɓo	ɓ o	None	1206		ɓ o - -	738
29	EseEjja	cloud	-haʔa	-haʔa	h a ʔ a	None	1981		h a ʔ a	744
583	HuarayoEseEjja	cloud	bo	bo	b o	None	1206		b o - -	738
979	Cashibo	cloud	nɨtɨ 'kʷĩ	nɨtɨ 'kʷĩ	n ɨ t ɨ kʷ ĩ	None	1821		n ɨ t ɨ + kʷ ĩ	734
1420	Catuquina	cloud	nai koʔĩ	nai koʔĩ	n a i k o ʔ ĩ	None	1288		n a - i + k o ʔ ĩ -	734
1892	ShipiboConibo	cloud	koĩ	koĩ	k o ĩ	None	721		k o - ĩ -	734
1893	ShipiboConibo	cloud	čoma	čoma	tʃ o m a	None	1931		tʃ o m a	736
2531	Yaminahua	cloud	kõi	kõi	k õ i	None	721		k õ - i -	734
3381	Amahuaca	cloud	naicóhin	naicóhin	n a i k ó/o ʔ i n	None	1288		n a - i + k ó/o ʔ i n	734
3623	Capanahua	cloud	cohin	cohin	k o ʔ i n	None	721		k o ʔ i n	734
4291	Moseten	cloud	erubu'ye	erubu'ye	e r u b u j e	None	4545		e r u b u j e	740
4292	Movima	cloud	ɓe-yas	ɓe-yas	ɓ e j a s	None	1563		ɓ e + j a s	741
5153	Matses	cloud	abu	abu	a b u	None	1932		a b u	738
5997	Sharanahua	cloud	fuuosho	fuuosho	β ɨ ɨ u ʃ u	None	1937		β ɨ ɨ + - u ʃ u	742
6187	Kakataibo	cloud	kuenkuru	kuenkuru	k ɯ e n k ɯ ɾ ɯ	None	723		k ɯ - e n + k ɯ ɾ ɯ	739
6188	Kakataibo	cloud	nëtë kuin	nëtë kuin	n ɨ t ɨ k ɯ i n	None	1822		n ɨ t ɨ + k ɯ - i n	734
6669	Isconahua	cloud	nai koin	nai koin	n a i k o i n	None	1288		n a - i + k o - i n	734
7652	Chipaya	cloud	tshiri	tshiri	tsʰ i r i	None	1995		tsʰ i r i	737
8501	Tacana	cloud	budhu, judu	budhu	b u ð u	None	1206		b u ð u	738
8502	Tacana	cloud	budhu, judu	judu	h u d u	None	91		h u d u	745
9059	Tsimane	cloud	dyicba’badye’	dyicba’badye’	dʲ i k b a.ʔ b a dʲ e.ʔ	None	674		dʲ i k b a.ʔ + b a dʲ e.ʔ	743
9814	Chacobo	cloud	tsëmo	tsëmo	ts ɨ m o	None	1955		ts ɨ m o	736
10118	Araona	cloud	mozizi	mozizi	m o ɽ i ɽ i	None	1928		m o ɽ i ɽ i	735
3545	Capanahua	cloudy	beichi	beichi	β ɨ i tʃ i	None	1936		β ɨ i + tʃ i	747
7237	Chipaya	cloudy	qhup(a), ch’orawi	qhup	qʰ u p	None	3868		qʰ u p	749
7238	Chipaya	cloudy	qhup(a), ch’orawi	ch’orawi	tʃˀ o r a w i	None	1962		tʃˀ o r a w i	752
7801	Isconahua	cloudy	nai koin koin ewa	nai koin koin ewa	n a i k o i n k o i n ɨ w a	None	1289		n a - i + k o - i n + k o - i n + ɨ w a	750
7821	Tacana	cloudy	budhuji	budhuji	b u ð u h i	None	1207		b u ð u + h i	746
7928	Chacobo	cloudy	tsëmonaha ca	tsëmonaha ca	ts ɨ m o n a ʔ a k a	None	1956		ts ɨ m o + n a ʔ a + k a	748
7950	Araona	cloudy	boso, mozizi bade	boso	b o s o	None	1208		b o - - + s o	746
7951	Araona	cloudy	boso, mozizi bade	mozizi bade	m o ɽ i ɽ i b a d e	None	1929		m o ɽ i ɽ i + b a d e	751
481	EseEjja	cold	-ɓoe	-ɓoe	ɓ oe	None	1973		ɓ oe	754
482	EseEjja	cold	eeno	eeno	e n o	None	1984		e n o	763
920	HuarayoEseEjja	cold	kia-we	kia-we	k i a w e	None	1975		k i a + w e	756
1341	Cashibo	cold	mac̷i	mac̷i	m a ts i	None	1970		m a ts i	753
1342	Cashibo	cold	maṣ̌ɨṣ̌	maṣ̌ɨṣ̌	m a ʂ ɨ ʂ	None	3412		m a ʂ ɨ ʂ	753
1803	Catuquina	cold	mac̷i	mac̷i	m a ts i	None	1970		m a ts i	753
2421	ShipiboConibo	cold	mac̷i	mac̷i	m a ts i	None	1970		m a ts i	753
2960	Yaminahua	cold	mac̷i	mac̷i	m a ts i	None	1970		m a ts i	753
3288	Amahuaca	cold	matzí	matzí	m a ts í/i	None	1970		m a ts í/i	753
3760	Capanahua	cold	matsini	matsini	m a ts i n i	None	1972		m a ts i + n i	753
4293	Moseten	cold	he'tis	he'tis	h e t i s	None	1978		h e t i + s	759
4294	Movima	cold	hilo-ka	hilo-ka	h i l o k a	None	1979		h i l o + k a	760
5154	Matses	cold	dauebud	dauebud	d a u e b u d	None	1977		d a u e + b u d	758
5155	Matses	cold	iquen	iquen	i k e n	None	1985		i k e n	764
5639	Sharanahua	cold	matsi	matsi	m a ts i	None	1970		m a ts i	753
6189	Kakataibo	cold	barux	barux	β̞ a ɾ ɯ ʂ	None	1976		β̞ a ɾ ɯ ʂ	757
6190	Kakataibo	cold	matsi	matsi	m a ts i	None	1970		m a ts i	753
6670	Isconahua	cold	matsi	matsi	m a ts i	None	1970		m a ts i	753
7578	Chipaya	cold	saki	saki	s a k i	None	1974		s a k i	755
8082	Cavinena	cold	ba	ba	b a	None	1973		b a	754
8671	Tacana	cold	huinada	huinada	w i n a d a	None	1982		w i n a + d a	761
9356	Tsimane	cold	tsivjos	tsivjos	ts i ʋ h o s	None	1983		ts i ʋ h o + s	762
9648	Chacobo	cold	matsi	matsi	m a ts i	None	1970		m a ts i	753
9857	Araona	cold	aboa	aboa	a b oa	None	1973		- - - - a + b oa	754
266	EseEjja	comb	xaɓeki-	xaɓeki-	x a ɓ e k i	None	2010		x a - ɓ e + k i	768
762	HuarayoEseEjja	comb	e-yoxa-kekwa-šo	e-yoxa-kekwa-šo	j o x a k e kʷ a ʃ o	None	2011		j o x a + k e - kʷ a + ʃ o - -	769
1180	Cashibo	comb	βuuṣ̌ɨti	βuuṣ̌ɨti	β u u ʂ ɨ t i	None	1461		β u + u ʂ ɨ - + t i	765
1618	Catuquina	comb	βoo-č-ti	βoo-č-ti	β o o ʃ t i	None	1461		β o + o ʃ - - + t i	765
2157	ShipiboConibo	comb	βoɨṣ̌ɨti	βoɨṣ̌ɨti	β o ɨ ʂ ɨ t i	None	1461		β o + ɨ ʂ ɨ - + t i	765
2749	Yaminahua	comb	βo-ṣ̌-ti	βo-ṣ̌-ti	β o ʂ t i	None	1461		β o + - ʂ - - + t i	765
3377	Amahuaca	comb	vóxti	vóxti	β ó/o ʂ t i	None	1461		β ó/o + - ʂ - - + t i	765
3573	Capanahua	comb	bohuexehti	bohuexehti	β o w ɨ ʂ ɨ ʔ t i	None	2003		β o w + ɨ ʂ ɨ ʔ + t i	765
4297	Moseten	comb	'peec̷i	'peec̷i	p e e ts i	None	2010		p e e ts i	771
4298	Movima	comb	e-ɬa	e-ɬa	e ɬ a	None	2013		e + ɬ a	772
5156	Matses	comb	shueshcate	shueshcate	ʃ u e ʃ k a t e	None	2004		ʃ u - + e ʃ - - + k a + t e	770
6191	Kakataibo	comb	anun maëxëti	anun maëxëti	a n ɯ n m a ɨ ʂ ɨ t i	None	2012		a n ɯ n + m a + ɨ ʂ ɨ - + t i	765
7434	Chipaya	comb	kosñi	kosñi	k o s ɲ i	None	2009		k o s ɲ i	767
8556	Tacana	comb	dhupa	dhupa	ð u p a	None	2005		ð u p a	766
9243	Tsimane	comb	petsi	petsi	p e ts i	None	2010		p e - ts i	771
9493	Chacobo	comb	boëxëti	boëxëti	β o ɨ ʂ ɨ t i	None	1461		β o + ɨ ʂ ɨ - + t i	765
10160	Araona	comb	sopa	sopa	s o p a	None	2005		s o p a	766
3504	Amahuaca	comb (verb)	vooxúhuhi	vooxúhuhi	β oo ʂ ɨ ʔ ɨ ʔ i	None	2030		β oo ʂ ɨ ʔ ɨ ʔ i	773
3574	Capanahua	comb (verb)	bohuexquin	bohuexquin	β o w ɨ ʂ	None	2032		β o w ɨ ʂ	773
7033	Kakataibo	comb (verb)	tuaskati	tuaskati	t ɯ a s k a t i	None	2035		t ɯ a s + k a t i	777
7112	Matses	comb (verb)	shueshca	shueshca	ʃ u e ʃ k a	None	2036		ʃ u e ʃ + k a	777
7145	Sharanahua	comb (verb)	fo aroi	fo aroi	β u a r u i	None	1462		β u + a r u + - i	773
7259	Chipaya	comb (verb)	trhik-z	trhik-z	ʈʂʰ i k	None	2034		ʈʂʰ i k	776
7788	Isconahua	comb (verb)	bo aro	bo aro	β o a ɾ o	None	1462		β o + a ɾ o	773
7847	Tacana	comb (verb)	ja-pesu-ti	ja-pesu-ti	h a p e s u t i	None	2031		h a - + p e s u + t i	774
7887	Chacobo	comb (verb)	boëx-haina	boëx-haina	β o ɨ ʂ	None	2032		β o - ɨ ʂ	773
7989	Araona	comb (verb)	peo	peo	p e o	None	2031		p e - o	774
8365	Cavinena	comb (verb)	ryu	ryu	ʎ u	None	2033		ʎ u	775
9019	Tsimane	comb (verb)	coi’jeyaqui	coi’jeyaqui	k o i.ʔ	None	2039		k o i.ʔ	778
344	EseEjja	come	poe-	poe-	p o e	None	4060		- - p o - + e	780
816	HuarayoEseEjja	come	pe-kwe	pe-kwe	p e	None	2052		p e	780
1243	Cashibo	come	o-ti	o-ti	o t i	None	2054		- - o + t i	779
1682	Catuquina	come	ho-	ho-	h o	None	2047		h o	779
1683	Catuquina	come	βɨ	βɨ	β ɨ	None	1635		β ɨ	783
2239	ShipiboConibo	come	ho-ti	ho-ti	h o t i	None	2047		h o + t i	779
2826	Yaminahua	come	o-kĩ	o-kĩ	o k ĩ	None	2055		- - o + - k ĩ	779
3363	Amahuaca	come	jóhi, vúhi	jóhi	h ó/o ʔ i	None	2047		h ó/o + ʔ i	779
3364	Amahuaca	come	jóhi, vúhi	vúhi	β ɨ ʔ i	None	1635		β ɨ + ʔ i	783
3694	Capanahua	come	jahui	jahui	h a w i	None	5634		h a w i	779
4299	Moseten	come	a'c̷ih	a'c̷ih	a ts i.h	None	2058		a ts i h	779
4300	Moseten	come	a'yih	a'yih	a j i.h	None	2058		a j i h	784
4301	Movima	come	hi-wawa	hi-wawa	h i w a w a	None	1908		h i + w a w a	779
5157	Matses	come	cho	cho	tʃ o	None	2056		tʃ o	782
5640	Sharanahua	come	oi	oi	u i	None	2053		u - i	779
5641	Sharanahua	come	fucani	fucani	β ɨ k a n i	None	1638		β ɨ + k a n i	783
6192	Kakataibo	come	uti	uti	ɯ t i	None	2053		ɯ t i	779
6671	Isconahua	come	be	be	β ɨ	None	1635		β ɨ	783
6672	Isconahua	come	o	o	o	None	2053		- - o	779
7610	Chipaya	come	thon-z, pich-z	thon-z	tʰ o n	None	1912		tʰ o n	782
7611	Chipaya	come	thon-z, pich-z	pich-z	p i tʃ	None	1911		p i tʃ	780
8248	Cavinena	come	kabeti	kabeti	k a b e t i	None	2057		k a b e + t i	781
8761	Tacana	come	pu-e	pu-e	p u e	None	4060		- - p u - + e	780
8927	Tsimane	come	atsij, ayij	atsij	a ts i.h	None	2058		a ts i h	779
8928	Tsimane	come	atsij, ayij	ayij	a j i.h	None	2058		a j i h	784
9627	Chacobo	come	johaina	johaina	h o	None	2047		h o	779
10140	Araona	come	pobea	pobea	p o b e a	None	4056		- - p o - + b e a	780
345	EseEjja	come back	poeoʔoya-nahe	poeoʔoya-nahe	p o e o ʔ o j a	None	4061		- - p o - + e + o ʔ o j a	789
817	HuarayoEseEjja	come back	xa-noxa-ti-kwe	xa-noxa-ti-kwe	x a n o x a t i	None	2519		x a + n o x a + t i	785
1244	Cashibo	come back	nirakɨ-ti	nirakɨ-ti	n i r a k ɨ t i	None	2075		n i r a k ɨ + t i	785
1684	Catuquina	come back	ho-ʔo	ho-ʔo	h o ʔ o	None	2051		h o + ʔ o	786
1685	Catuquina	come back	βɨ-ʔo	βɨ-ʔo	β ɨ ʔ o	None	1639		β ɨ + ʔ o	786
2240	ShipiboConibo	come back	βanɨti	βanɨti	β a n ɨ t i	None	1917		β a n ɨ t i	785
2241	ShipiboConibo	come back	nokoti	nokoti	n o k o t i	None	585		n o k o - + t i	785
2827	Yaminahua	come back	ka-tan-i	ka-tan-i	k a t a n i	None	4047		k a - - + t a n + - i	794
4302	Moseten	come back	kaɲi'ti	kaɲi'ti	k a ɲ i t i	None	2080		k a ɲ i + t i	785
4303	Movima	come back	sal-moɬ	sal-moɬ	s a l m o ɬ	None	2023		s a l + m o ɬ	791
5998	Sharanahua	come back	nasoi	nasoi	n a s u i	None	1918		n a s u + - i	785
7108	Matses	come back	pocuen	pocuen	p o kʷ e n	None	4052		- - p o - + kʷ e n	790
7531	Chipaya	come back	qep-z, kut-ti-z	qep-z	q e p	None	1916		q e p	788
7532	Chipaya	come back	qep-z, kut-ti-z	kut-ti-z	k u t t i	None	1914		k u t + t - - i -	795
7872	Chacobo	come back	bacahaina	bacahaina	β a k a	None	2077		β a k a	787
8692	Tacana	come back	ja-sia-pa-ti	ja-sia-pa-ti	h a s i a p a t i	None	2081		h a - + s i a + p a + t i	792
8925	Tsimane	come back	atsijban	atsijban	a ts i.h b a n	None	2082		a ts i h + b a n	793
236	EseEjja	cook (something)	kʷakʷa-nahe	kʷakʷa-nahe	kʷ a kʷ a	None	2185		kʷ a + kʷ a	802
734	HuarayoEseEjja	cook (something)	kwa kwa-kwe	kwa kwa-kwe	kʷ a kʷ a	None	2185		kʷ a + kʷ a	802
1149	Cashibo	cook (something)	ʔaru-ti	ʔaru-ti	ʔ a r u t i	None	1285		ʔ a r u + t i	798
1589	Catuquina	cook (something)	pi-ti waʔa-	pi-ti waʔa-	p i t i w a ʔ a	None	3202		p i + t i + w a ʔ a	799
2120	ShipiboConibo	cook (something)	paṣ̌aati	paṣ̌aati	p a ʂ a a t i	None	1294		p a ʂ a a + t i	804
2121	ShipiboConibo	cook (something)	yoa ati	yoa ati	j o a a t i	None	1284		j o - - a + a t i	804
2122	ShipiboConibo	cook (something)	waati	waati	w a a t i	None	1483		w a - a + t i	804
2714	Yaminahua	cook (something)	pĩča-kĩ	pĩča-kĩ	p ĩ tʃ a k ĩ	None	2102		p ĩ - - + tʃ a - + - k ĩ	799
3210	Amahuaca	cook (something)	jováquin	jováquin	h o β á/a k i n	None	2097		h o β á/a + k i n	796
3723	Capanahua	cook (something)	joaquin	joaquin	h o a	None	1283		- - h o a	796
4304	Moseten	cook (something)	hemi'tih	hemi'tih	h e m i t i.h	None	2106		h e m i + t i.h	798
