ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	AUTOCOGID
2535	Yaminahua	cloud	kõi	kõi	k õ i	None	654	728
3387	Amahuaca	cloud	naicóhin	naicóhin	n a i k ó/o ʔ i n	None	1179	728
3629	Capanahua	cloud	cohin	cohin	k o ʔ i n	None	654	728
4304	Moseten	cloud	erubu'ye	erubu'ye	e r u b u j e	None	4046	734
4305	Movima	cloud	ɓe-yas	ɓe-yas	ɓ e j a s	None	1413	735
5168	Matses	cloud	abu	abu	a b u	None	1726	732
6013	Sharanahua	cloud	fuuosho	fuuosho	β ɨ ɨ u ʃ u	None	1730	736
6204	Kakataibo	cloud	kuenkuru	kuenkuru	k ɯ e n k ɯ ɾ ɯ	None	656	733
6205	Kakataibo	cloud	nëtë kuin	nëtë kuin	n ɨ t ɨ k ɯ i n	None	1630	728
6687	Isconahua	cloud	nai koin	nai koin	n a i k o i n	None	1179	728
7670	Chipaya	cloud	tshiri	tshiri	tsʰ i r i	None	1776	731
8519	Tacana	cloud	budhu, judu	budhu	b u ð u	None	1104	732
8520	Tacana	cloud	budhu, judu	judu	h u d u	None	80	739
9077	Tsimane	cloud	dyicba’badye’	dyicba’badye’	dʲ i k b a.ʔ b a dʲ e.ʔ	None	611	737
9833	Chacobo	cloud	tsëmo	tsëmo	ts ɨ m o	None	1742	730
10137	Araona	cloud	mozizi	mozizi	m o ɽ i ɽ i	None	1722	729
3551	Capanahua	cloudy	beichi	beichi	β ɨ i tʃ i	None	1729	741
7255	Chipaya	cloudy	qhup(a), ch’orawi	qhup	qʰ u p	None	3426	743
7256	Chipaya	cloudy	qhup(a), ch’orawi	ch’orawi	tʃˀ o r a w i	None	1749	746
7819	Isconahua	cloudy	nai koin koin ewa	nai koin koin ewa	n a i k o i n k o i n ɨ w a	None	1180	744
7839	Tacana	cloudy	budhuji	budhuji	b u ð u h i	None	1105	740
7946	Chacobo	cloudy	tsëmonaha ca	tsëmonaha ca	ts ɨ m o n a ʔ a k a	None	1743	742
7968	Araona	cloudy	boso, mozizi bade	boso	b o s o	None	1106	740
7969	Araona	cloudy	boso, mozizi bade	mozizi bade	m o ɽ i ɽ i b a d e	None	1723	745
482	EseEjja	cold	-ɓoe	-ɓoe	ɓ oe	None	1758	748
483	EseEjja	cold	eeno	eeno	e n o	None	1766	757
921	HuarayoEseEjja	cold	kia-we	kia-we	k i a w e	None	1760	750
1342	Cashibo	cold	mac̷i	mac̷i	m a ts i	None	1755	747
1343	Cashibo	cold	maṣ̌ɨṣ̌	maṣ̌ɨṣ̌	m a ʂ ɨ ʂ	None	3008	747
1804	Catuquina	cold	mac̷i	mac̷i	m a ts i	None	1755	747
2425	ShipiboConibo	cold	mac̷i	mac̷i	m a ts i	None	1755	747
2966	Yaminahua	cold	mac̷i	mac̷i	m a ts i	None	1755	747
3294	Amahuaca	cold	matzí	matzí	m a ts í/i	None	1755	747
3768	Capanahua	cold	matsini	matsini	m a ts i n i	None	1757	747
4306	Moseten	cold	he'tis	he'tis	h e t i s	None	0	753
4307	Movima	cold	hilo-ka	hilo-ka	h i l o k a	None	1763	754
5169	Matses	cold	dauebud	dauebud	d a u e b u d	None	1762	752
5170	Matses	cold	iquen	iquen	i k e n	None	1767	758
5655	Sharanahua	cold	matsi	matsi	m a ts i	None	1755	747
6206	Kakataibo	cold	barux	barux	β̞ a ɾ ɯ ʂ	None	1761	751
6207	Kakataibo	cold	matsi	matsi	m a ts i	None	1755	747
6688	Isconahua	cold	matsi	matsi	m a ts i	None	1755	747
7596	Chipaya	cold	saki	saki	s a k i	None	1759	749
8100	Cavinena	cold	ba	ba	b a	None	1758	748
8689	Tacana	cold	huinada	huinada	w i n a d a	None	0	755
9375	Tsimane	cold	tsivjos	tsivjos	ts i ʋ h o s	None	0	756
9667	Chacobo	cold	matsi	matsi	m a ts i	None	1755	747
9876	Araona	cold	aboa	aboa	a b oa	None	1758	748
267	EseEjja	comb	xaɓeki-	xaɓeki-	x a ɓ e k i	None	1789	762
763	HuarayoEseEjja	comb	e-yoxa-kekwa-šo	e-yoxa-kekwa-šo	j o x a k e kʷ a ʃ o	None	1790	763
1181	Cashibo	comb	βuuṣ̌ɨti	βuuṣ̌ɨti	β u u ʂ ɨ t i	None	1330	759
1619	Catuquina	comb	βoo-č-ti	βoo-č-ti	β o o ʃ t i	None	1330	759
2161	ShipiboConibo	comb	βoɨṣ̌ɨti	βoɨṣ̌ɨti	β o ɨ ʂ ɨ t i	None	1330	759
2755	Yaminahua	comb	βo-ṣ̌-ti	βo-ṣ̌-ti	β o ʂ t i	None	1330	759
3383	Amahuaca	comb	vóxti	vóxti	β ó/o ʂ t i	None	1330	759
3579	Capanahua	comb	bohuexehti	bohuexehti	β o w ɨ ʂ ɨ ʔ t i	None	1783	759
4310	Moseten	comb	'peec̷i	'peec̷i	p e e ts i	None	1789	765
4311	Movima	comb	e-ɬa	e-ɬa	e ɬ a	None	1792	766
5171	Matses	comb	shueshcate	shueshcate	ʃ u e ʃ k a t e	None	1784	764
6208	Kakataibo	comb	anun maëxëti	anun maëxëti	a n ɯ n m a ɨ ʂ ɨ t i	None	1791	759
7452	Chipaya	comb	kosñi	kosñi	k o s ɲ i	None	1788	761
8574	Tacana	comb	dhupa	dhupa	ð u p a	None	1785	760
9261	Tsimane	comb	petsi	petsi	p e ts i	None	1789	765
9512	Chacobo	comb	boëxëti	boëxëti	β o ɨ ʂ ɨ t i	None	1330	759
10179	Araona	comb	sopa	sopa	s o p a	None	1785	760
3510	Amahuaca	comb (verb)	vooxúhuhi	vooxúhuhi	β oo ʂ ɨ ʔ ɨ ʔ i	None	1806	767
3580	Capanahua	comb (verb)	bohuexquin	bohuexquin	β o w ɨ ʂ	None	1808	767
7051	Kakataibo	comb (verb)	tuaskati	tuaskati	t ɯ a s k a t i	None	1811	771
7130	Matses	comb (verb)	shueshca	shueshca	ʃ u e ʃ k a	None	0	771
7163	Sharanahua	comb (verb)	fo aroi	fo aroi	β u a r u i	None	1331	767
7277	Chipaya	comb (verb)	trhik-z	trhik-z	ʈʂʰ i k	None	1810	770
7806	Isconahua	comb (verb)	bo aro	bo aro	β o a ɾ o	None	1331	767
7865	Tacana	comb (verb)	ja-pesu-ti	ja-pesu-ti	h a p e s u t i	None	1807	768
7905	Chacobo	comb (verb)	boëx-haina	boëx-haina	β o ɨ ʂ	None	1808	767
8007	Araona	comb (verb)	peo	peo	p e o	None	1807	768
8383	Cavinena	comb (verb)	ryu	ryu	ʎ u	None	1809	769
9037	Tsimane	comb (verb)	coi’jeyaqui	coi’jeyaqui	k o i.ʔ	None	1813	772
345	EseEjja	come	poe-	poe-	p o e	None	3606	774
817	HuarayoEseEjja	come	pe-kwe	pe-kwe	p e	None	1826	774
1244	Cashibo	come	o-ti	o-ti	o t i	None	0	773
1683	Catuquina	come	ho-	ho-	h o	None	1821	773
1684	Catuquina	come	βɨ	βɨ	β ɨ	None	1472	778
2243	ShipiboConibo	come	ho-ti	ho-ti	h o t i	None	1821	773
2832	Yaminahua	come	o-kĩ	o-kĩ	o k ĩ	None	0	773
3369	Amahuaca	come	jóhi, vúhi	jóhi	h ó/o ʔ i	None	1821	773
3370	Amahuaca	come	jóhi, vúhi	vúhi	β ɨ ʔ i	None	1472	778
3700	Capanahua	come	jahui	jahui	h a w i	None	5085	775
4312	Moseten	come	a'c̷ih	a'c̷ih	a ts i h	None	1830	779
4313	Moseten	come	a'yih	a'yih	a j i h	None	1830	779
4314	Movima	come	hi-wawa	hi-wawa	h i w a w a	None	1707	775
5172	Matses	come	cho	cho	tʃ o	None	1828	777
5656	Sharanahua	come	oi	oi	u i	None	1827	773
5657	Sharanahua	come	fucani	fucani	β ɨ k a n i	None	1475	778
6209	Kakataibo	come	uti	uti	ɯ t i	None	1827	777
6689	Isconahua	come	be	be	β ɨ	None	1472	778
6690	Isconahua	come	o	o	o	None	1827	773
7628	Chipaya	come	thon-z, pich-z	thon-z	tʰ o n	None	1709	777
7629	Chipaya	come	thon-z, pich-z	pich-z	p i tʃ	None	1708	774
8266	Cavinena	come	kabeti	kabeti	k a b e t i	None	1829	776
8779	Tacana	come	pu-e	pu-e	p u e	None	3606	774
8945	Tsimane	come	atsij, ayij	atsij	a ts i h	None	1830	779
8946	Tsimane	come	atsij, ayij	ayij	a j i h	None	1830	779
9646	Chacobo	come	johaina	johaina	h o	None	1821	773
10159	Araona	come	pobea	pobea	p o b e a	None	3601	774
346	EseEjja	come back	poeoʔoya-nahe	poeoʔoya-nahe	p o e o ʔ o j a	None	3607	784
818	HuarayoEseEjja	come back	xa-noxa-ti-kwe	xa-noxa-ti-kwe	x a n o x a t i	None	2199	780
1245	Cashibo	come back	nirakɨ-ti	nirakɨ-ti	n i r a k ɨ t i	None	0	780
1685	Catuquina	come back	ho-ʔo	ho-ʔo	h o ʔ o	None	1825	781
1686	Catuquina	come back	βɨ-ʔo	βɨ-ʔo	β ɨ ʔ o	None	1476	781
2244	ShipiboConibo	come back	βanɨti	βanɨti	β a n ɨ t i	None	1713	780
2245	ShipiboConibo	come back	nokoti	nokoti	n o k o t i	None	524	780
2833	Yaminahua	come back	ka-tan-i	ka-tan-i	k a t a n i	None	3592	790
4315	Moseten	come back	kaɲi'ti	kaɲi'ti	k a ɲ i t i	None	0	780
4316	Movima	come back	sal-moɬ	sal-moɬ	s a l m o ɬ	None	1800	786
6014	Sharanahua	come back	nasoi	nasoi	n a s u i	None	0	787
7126	Matses	come back	pocuen	pocuen	p o kʷ e n	None	3597	785
7549	Chipaya	come back	qep-z, kut-ti-z	qep-z	q e p	None	1712	783
7550	Chipaya	come back	qep-z, kut-ti-z	kut-ti-z	k u t t i	None	1710	791
7890	Chacobo	come back	bacahaina	bacahaina	β a k a	None	1845	782
8710	Tacana	come back	ja-sia-pa-ti	ja-sia-pa-ti	h a s i a p a t i	None	1848	788
8943	Tsimane	come back	astijban	astijban	a s t i h b a n	None	1849	789
237	EseEjja	cook (something)	kʷakʷa-nahe	kʷakʷa-nahe	kʷ a kʷ a	None	1930	798
735	HuarayoEseEjja	cook (something)	kwa kwa-kwe	kwa kwa-kwe	kʷ a kʷ a	None	1930	798
1150	Cashibo	cook (something)	ʔaru-ti	ʔaru-ti	ʔ a r u t i	None	0	794
1590	Catuquina	cook (something)	pi-ti waʔa-	pi-ti waʔa-	p i t i w a ʔ a	None	2809	795
2124	ShipiboConibo	cook (something)	paṣ̌aati	paṣ̌aati	p a ʂ a a t i	None	0	800
2125	ShipiboConibo	cook (something)	yoa ati	yoa ati	j o a a t i	None	1176	800
2126	ShipiboConibo	cook (something)	waati	waati	w a a t i	None	0	800
2720	Yaminahua	cook (something)	pĩča-kĩ	pĩča-kĩ	p ĩ tʃ a k ĩ	None	1865	795
3216	Amahuaca	cook (something)	jováquin	jováquin	h o β á/a k i n	None	0	792
3731	Capanahua	cook (something)	joaquin	joaquin	h o a	None	1175	792
4317	Moseten	cook (something)	hemi'tih	hemi'tih	h e m i t i h	None	1868	794
4318	Moseten	cook (something)	hemi'tiʔ	hemi'tiʔ	h e m i t i.ʔ	None	0	794
4319	Movima	cook (something)	ɗehahal	ɗehahal	ɗ e h a h a l	None	1869	799
5660	Sharanahua	cook (something)	pichain	pichain	p i tʃ a.i n	None	2810	795
6210	Kakataibo	cook (something)	pachioti	pachioti	p a tʃ i.ɤ t i	None	1863	795
6211	Kakataibo	cook (something)	'aruti	'aruti	ʔ a ɾ ɯ t i	None	1185	794
6691	Isconahua	cook (something)	boba	boba	β o β a	None	1867	792
6692	Isconahua	cook (something)	naya ak	naya ak	n a j a a k	None	1870	802
6693	Isconahua	cook (something)	pichan	pichan	p i tʃ a n	None	2810	795
7574	Chipaya	cook (something)	qis-z, taq-z	qis-z	q i s	None	1173	797
7575	Chipaya	cook (something)	qis-z, taq-z	taq-z	t a q	None	1174	795
8155	Cavinena	cook (something)	earaki a, jina	earaki a	e a r a k i a	None	0	796
8156	Cavinena	cook (something)	earaki a, jina	jina	h i n a	None	1861	793
8561	Tacana	cook (something)	dau, jana pu	dau	d a u	None	1172	801
8562	Tacana	cook (something)	dau, jana pu	jana pu	h a n a p u	None	1862	793
9141	Tsimane	cook (something)	jejmuqui	jejmuqui	h e h m ɨ k i	None	0	794
9499	Chacobo	cook (something)	bëtëhaina	bëtëhaina	β ɨ t ɨ	None	1863	795
10093	Araona	cook (something)	jiña	jiña	h i ɲ a	None	1861	793
736	HuarayoEseEjja	cooking pot	meši	meši	m e ʃ i	None	2708	808
1151	Cashibo	cooking pot	ɲutɨ	ɲutɨ	ɲ u t ɨ	None	2697	803
1152	Cashibo	cooking pot	manɨ kɨ̃ti	manɨ kɨ̃ti	m a n ɨ k ɨ̃ t i	None	2695	803
1591	Catuquina	cooking pot	mapo yoʔa	mapo yoʔa	m a p o j o ʔ a	None	2698	805
2127	ShipiboConibo	cooking pot	kɨ̃ti	kɨ̃ti	k ɨ̃ t i	None	1889	803
2128	ShipiboConibo	cooking pot	yami-kɨ̃ti	yami-kɨ̃ti	j a m i k ɨ̃ t i	None	4324	803
2129	ShipiboConibo	cooking pot	či-	či-	tʃ i	None	1905	803
2721	Yaminahua	cooking pot	oča mɨβɨ-ti	oča mɨβɨ-ti	o tʃ a m ɨ β ɨ t i	None	2702	803
2722	Yaminahua	cooking pot	kĩti	kĩti	k ĩ t i	None	1889	803
3523	Amahuaca	cooking pot	cúntii	cúntii	k ɨ n.t ii	None	1889	803
3931	Capanahua	cooking pot	quentí, chomo	quentí	k ɨ n.t i	None	1889	803
3932	Capanahua	cooking pot	quentí, chomo	chomo	tʃ o m o	None	1899	811
4759	Moseten	cooking pot	ta'dʸič	ta'dʸič	t a dʲ i tʃ	None	1893	810
4760	Movima	cooking pot	wutu	wutu	w u t u	None	2694	804
5173	Matses	cooking pot	matsu	matsu	m a ts u	None	2701	808
6212	Kakataibo	cooking pot	manë ñutë	manë ñutë	m a n ɨ ɲ ɯ t ɨ	None	2696	803
6694	Isconahua	cooking pot	bashpá	bashpá	β a ʃ p a	None	1892	809
6695	Isconahua	cooking pot	ketin	ketin	k ɨ t i n	None	1889	803
7158	Sharanahua	cooking pot	cutin	cutin	k ɨ t i n	None	1889	803
7493	Chipaya	cooking pot	mazka	mazka	m a z k a	None	2687	807
8322	Cavinena	cooking pot	marikaka	marikaka	m a r i k a k a	None	1890	803
8729	Tacana	cooking pot	jutu	jutu	h u t u	None	2699	804
9337	Tsimane	cooking pot	tá’dyity	tá’dyity	t ã.ʔ dʲ i tʲ	None	0	810
9728	Chacobo	cooking pot	oria	oria	o r i a	None	1891	806
10097	Araona	cooking pot	jotohuaja	jotohuaja	h o t o w a h a	None	2700	804
710	HuarayoEseEjja	copulate	toxo-kwe	toxo-kwe	t o x o	None	153	815
1560	Catuquina	copulate	βɨnɨ̃ aĩ akaʔi	βɨnɨ̃ aĩ akaʔi	β ɨ n ɨ̃ a ĩ a k a ʔ i	None	3335	814
2688	Yaminahua	copulate	čota-kĩ	čota-kĩ	tʃ o t a k ĩ	None	0	812
2689	Yaminahua	copulate	čota-nã-kan-i	čota-nã-kan-i	tʃ o t a n ã k a n i	None	1922	812
3101	Amahuaca	copulate	háqui	háqui	ʔ á/a k i	None	2728	812
4534	Moseten	copulate	neema'ki	neema'ki	n e e m a k i	None	0	816
5174	Matses	copulate	che chud	che chud	tʃ e tʃ u d	None	4237	812
5175	Matses	copulate	mëd	mëd	m ɨ d	None	1931	817
5661	Sharanahua	copulate	chotai	chotai	tʃ u t a i	None	0	812
7807	Isconahua	copulate	chota	chota	tʃ o t a	None	1921	812
8258	Cavinena	copulate	jucha a	jucha a	h u tʃ a a	None	0	812
8709	Tacana	copulate	ja-quina-ti	ja-quina-ti	h a k i n a t i	None	2727	812
9158	Tsimane	copulate	ji’tyuqui	ji’tyuqui	h i.ʔ tʲ ɨ k i	None	0	812
10112	Araona	copulate	loleti	loleti	l o l e t i	None	1919	813
256	EseEjja	cotton	wapehe	wapehe	w a p e h e	None	1942	819
755	HuarayoEseEjja	cotton	wapehe	wapehe	w a p e h e	None	1942	819
1170	Cashibo	cotton	ṣ̌apo	ṣ̌apo	ʂ a p o	None	1940	818
1610	Catuquina	cotton	wašmɨ	wašmɨ	w a ʂ m ɨ	None	1943	820
2153	ShipiboConibo	cotton	waṣ̌mɨ̃	waṣ̌mɨ̃	w a ʂ m ɨ̃	None	1943	820
2745	Yaminahua	cotton	ṣ̌apo	ṣ̌apo	ʂ a p o	None	1940	818
3477	Amahuaca	cotton	xapó	xapó	ʂ a p ó/o	None	1940	818
3681	Capanahua	cotton	huaxmen	huaxmen	w a ʂ m ɨ n	None	1943	820
4320	Moseten	cotton	'bahnaʔ	'bahnaʔ	b a.h n a.ʔ	None	1946	825
4321	Movima	cotton	buhɗin-mori	buhɗin-mori	b u h ɗ i n m o r i	None	1947	826
5176	Matses	cotton	sedquid	sedquid	s e d k i d	None	1295	824
6015	Sharanahua	cotton	niniti	niniti	n i n i t i	None	1948	827
6213	Kakataibo	cotton	xapu	xapu	ʂ a p ɯ	None	1940	818
6696	Isconahua	cotton	awen rakati	awen rakati	a w ɨ n ɾ a k a t i	None	1945	823
7254	Chipaya	cotton	qhiya	qhiya	qʰ i j a	None	1944	822
8160	Cavinena	cotton	eduki	eduki	d u k i	None	1296	821
8676	Tacana	cotton	huapese	huapese	w a p e s e	None	1942	819
8956	Tsimane	cotton	bajna’	bajna’	b a.h n a.ʔ	None	1946	825
9579	Chacobo	cotton	huaxmënë	huaxmënë	w a ʂ m ɨ n ɨ	None	1943	820
10043	Araona	cotton	huapeje	huapeje	w a p e h e	None	1942	819
194	EseEjja	cough	oho	oho	o h o	None	435	832
700	HuarayoEseEjja	cough	oho-kwe	oho-kwe	o h o	None	435	832
1104	Cashibo	cough	ʔoko-	ʔoko-	ʔ o k o	None	435	828
1547	Catuquina	cough	oko i-	oko i-	o k o i	None	435	828
2069	ShipiboConibo	cough	oko-ti	oko-ti	o k o t i	None	435	828
2674	Yaminahua	cough	oko-kĩ	oko-kĩ	o k o k ĩ	None	435	828
3176	Amahuaca	cough	hócohí	hócohí	ʔ ó/o k o	None	435	828
3663	Capanahua	cough	hocohi, hihtani	hocohi	ʔ o k o ʔ i	None	435	828
3664	Capanahua	cough	hocohi, hihtani	hihtani	ʔ i ʔ t a n i	None	422	834
4322	Moseten	cough	'ehe-ʔe'hei	'ehe-ʔe'hei	e h e ʔ.e h e.i	None	480	830
4323	Movima	cough	howo-kʷa	howo-kʷa	h o w o kʷ a	None	478	828
5177	Matses	cough	toʂoque	toʂoque	t o ʂ o k e	None	0	833
5662	Sharanahua	cough	ocoi	ocoi	u k u i	None	524	828
6214	Kakataibo	cough	'ukuti	'ukuti	ʔ ɯ k ɯ t i	None	435	828
6697	Isconahua	cough	ohko	ohko	o h k o	None	477	828
7341	Chipaya	cough	ch’oj-z	ch’oj-z	tʃˀ o x	None	428	831
8005	Araona	cough	oto	oto	o t o	None	435	829
8439	Cavinena	cough	ujuuju ju	ujuuju ju	u h u u h u h u	None	436	830
8867	Tacana	cough	utu	utu	u t u	None	425	829
9726	Chacobo	cough	ocohaina	ocohaina	o k o	None	435	828
391	EseEjja	cover	paaka-	paaka-	p a.a k a	None	4667	838
392	EseEjja	cover	kaʔa-	kaʔa-	k a ʔ a	None	5384	838
849	HuarayoEseEjja	cover	iya-kewa-kwe	iya-kewa-kwe	i j a k e w a	None	1171	839
1276	Cashibo	cover	ma'pu-ti	ma'pu-ti	m a p u t i	None	4310	837
1725	Catuquina	cover	ipo	ipo	i p o	None	3755	838
1726	Catuquina	cover	βɨtaš-	βɨtaš-	β ɨ t a ʂ	None	1976	840
2305	ShipiboConibo	cover	mapoti	mapoti	m a p o t i	None	4310	837
2874	Yaminahua	cover	βɨpo-kĩ	βɨpo-kĩ	β ɨ p o k ĩ	None	5382	838
3155	Amahuaca	cover	vúniquín	vúniquín	β ɨ n i	None	1971	835
3746	Capanahua	cover	mahpoquin, maanquin	mahpoquin	m a ʔ p o	None	4307	837
3747	Capanahua	cover	mahpoquin, maanquin	maanquin	m a a n	None	4316	837
4324	Moseten	cover	kœh'kame	kœh'kame	k ɨ h k a m e	None	1573	841
4325	Movima	cover	ɓoʔwe-na	ɓoʔwe-na	ɓ o ʔ w e n a	None	0	842
5178	Matses	cover	bës	bës	b ɨ s	None	1499	840
5179	Matses	cover	puc	puc	p u k	None	2142	838
5663	Sharanahua	cover	fupoi	fupoi	β ɨ p u i	None	5382	838
5664	Sharanahua	cover	mafopoi	mafopoi	m a β u p u i	None	4317	837
6215	Kakataibo	cover	kuiti	kuiti	k ɯ i t i	None	0	835
6216	Kakataibo	cover	rabunti	rabunti	ɾ a β̞ ɯ n t i	None	0	835
6217	Kakataibo	cover	rakuti	rakuti	ɾ a k ɯ t i	None	0	835
6698	Isconahua	cover	betah	betah	β ɨ t a h	None	1976	840
6699	Isconahua	cover	maspo ak	maspo ak	m a s p o a k	None	4308	837
8083	Cavinena	cover	apu, papa, rama	apu	a p u	None	2170	838
8084	Cavinena	cover	apu, papa, rama	papa	p a p a	None	4850	838
8085	Cavinena	cover	apu, papa, rama	rama	r a m a	None	1979	844
9322	Tsimane	cover	shomon’jeyaqui	shomon’jeyaqui	ʃ o m o n.ʔ	None	1957	843
9661	Chacobo	cover	mapahaina	mapahaina	m a p a	None	4305	837
9985	Araona	cover	dilo	dilo	d i l o	None	1972	836
330	EseEjja	crawl or creep	yeyoa-	yeyoa-	j e j o a	None	2002	850
1233	Cashibo	crawl or creep	čãkɨ-ti	čãkɨ-ti	tʃ ã k ɨ t i	None	0	847
1234	Cashibo	crawl or creep	mɨṣ̌o-	mɨṣ̌o-	m ɨ ʂ o	None	1999	848
1671	Catuquina	crawl or creep	mɨšo-	mɨšo-	m ɨ ʂ o	None	1999	848
2230	ShipiboConibo	crawl or creep	čiṣ̌kiti	čiṣ̌kiti	tʃ i ʂ k i t i	None	0	847
2231	ShipiboConibo	crawl or creep	mɨṣ̌o-ti	mɨṣ̌o-ti	m ɨ ʂ o t i	None	0	848
2822	Yaminahua	crawl or creep	mɨṣ̌o-kĩ	mɨṣ̌o-kĩ	m ɨ ʂ o k ĩ	None	0	848
3519	Amahuaca	crawl or creep	múpihí	múpihí	m ɨ p i	None	1592	845
4048	Capanahua	crawl or creep	toxquiti, mexquiti	toxquiti	t o ʂ k i t i	None	0	847
4049	Capanahua	crawl or creep	toxquiti, mexquiti	mexquiti	m ɨ ʂ k i t i	None	0	847
4326	Movima	crawl or creep	wel-čo	wel-čo	w e l tʃ o	None	2003	852
5557	Matses	crawl or creep	nimëd	nimëd	n i m ɨ d	None	2598	851
6105	Sharanahua	crawl or creep	mushoi	mushoi	m ɨ ʃ u.i	None	1999	848
6218	Kakataibo	crawl or creep	chankëti	chankëti	tʃ a n k ɨ t i	None	0	847
6219	Kakataibo	crawl or creep	mëxuti	mëxuti	m ɨ ʂ ɯ t i	None	0	848
6700	Isconahua	crawl or creep	meho	meho	m ɨ h o	None	1999	848
7435	Chipaya	crawl or creep	kherwi-z	kherwi-z	kʰ e r w i	None	2001	849
8796	Tacana	crawl or creep	rerua	rerua	ɾ e ɾ u a	None	2004	846
9105	Tsimane	crawl or creep	fuyu’, vodo’	fuyu’	f ɨ j ɨ.ʔ	None	2005	853
9106	Tsimane	crawl or creep	fuyu’, vodo’	vodo’	ʋ o d o.ʔ	None	2008	854
9671	Chacobo	crawl or creep	mënihaina	mënihaina	m ɨ n i	None	200	845
10104	Araona	crawl or creep	lelo	lelo	l e l o	None	2000	846
417	EseEjja	crooked	kea-sewiwi	kea-sewiwi	k e a s e w i w i	None	2028	860
418	EseEjja	crooked	kea-kowiwi	kea-kowiwi	k e a k o w i w i	None	2027	860
868	HuarayoEseEjja	crooked	kia-koi	kia-koi	k i a k o i	None	2029	860
869	HuarayoEseEjja	crooked	sewiwi	sewiwi	s e w i w i	None	2145	860
1746	Catuquina	crooked	rõkɨ	rõkɨ	r õ k ɨ	None	1423	858
2897	Yaminahua	crooked	yõšto	yõšto	j õ ʃ t o	None	2023	855
3079	Amahuaca	crooked	cházton, vúquiquín	cházton	tʃ á/a s t o n	None	2140	855
3080	Amahuaca	crooked	cházton, vúquiquín	vúquiquín	β ɨ k i	None	3710	857
3684	Capanahua	crooked	huehquiya, cahco	huehquiya	w ɨ ʔ k i j a	None	2026	857
3685	Capanahua	crooked	huehquiya, cahco	cahco	k a ʔ k o	None	2141	863
4327	Moseten	crooked	'wek	'wek	w e k	None	2025	857
4328	Movima	crooked	hapa-ɬe	hapa-ɬe	h a p a ɬ e	None	2030	862
5180	Matses	crooked	codo	codo	k o d o	None	2032	861
5665	Sharanahua	crooked	yoshto	yoshto	j u ʃ t u	None	2023	855
6220	Kakataibo	crooked	tëntun	tëntun	t ɨ n t ɯ n	None	2144	855
6701	Isconahua	crooked	yashki	yashki	j a ʃ k i	None	2143	855
7703	Chipaya	crooked	wejru	wejru	w e x r u	None	2139	859
8858	Tacana	crooked	turi	turi	t u ɾ i	None	2024	856
8964	Tsimane	crooked	biĉun’	biĉun’	b i kʰ ɨ n.ʔ	None	2031	857
9584	Chacobo	crooked	huëqui	huëqui	w ɨ k i	None	2025	857
9906	Araona	crooked	atoli	atoli	a t o l i	None	2024	856
499	EseEjja	cry	pa-	pa-	p a	None	2045	865
930	HuarayoEseEjja	cry	pa-kwe	pa-kwe	p a	None	2045	865
1353	Cashibo	cry	ĩ-ti	ĩ-ti	ĩ t i	None	0	866
1815	Catuquina	cry	wai i-	wai i-	w ai i	None	0	867
2442	ShipiboConibo	cry	wini-ti	wini-ti	w i n i t i	None	0	866
2443	ShipiboConibo	cry	βɨõ-ti	βɨõ-ti	β ɨ õ t i	None	0	866
2978	Yaminahua	cry	õia-kĩ	õia-kĩ	õ i a k ĩ	None	0	874
2979	Yaminahua	cry	ɨa-kĩ	ɨa-kĩ	ɨ a k ĩ	None	0	874
3475	Amahuaca	cry	haráhqui	haráhqui	ʔ a r á/a ʔ k i	None	0	864
3673	Capanahua	cry	huaohihqui, jiihihqui	huaohihqui	w a o ʔ i ʔ k i	None	3075	864
3674	Capanahua	cry	huaohihqui, jiihihqui	jiihihqui	h i i ʔ i ʔ k i	None	3076	864
4331	Moseten	cry	'tari	'tari	t a r i	None	2051	872
4332	Movima	cry	hiyi	hiyi	h i j i	None	3091	873
5181	Matses	cry	sedenque	sedenque	s e d e n k e	None	0	871
5182	Matses	cry	uin	uin	w i n	None	3092	867
5666	Sharanahua	cry	uaiqui	uaiqui	w ai k i	None	0	874
6221	Kakataibo	cry	inti	inti	i.n t i	None	2046	866
6222	Kakataibo	cry	rarumati	rarumati	ɾ a ɾ ɯ m a t i	None	0	876
6702	Isconahua	cry	hoho	hoho	h o h o	None	3078	870
7346	Chipaya	cry	ch’oy-z	ch’oy-z	tʃˀ o j	None	3073	869
8357	Cavinena	cry	pa	pa	p a	None	2045	865
8761	Tacana	cry	pa	pa	p a	None	2045	865
9428	Tsimane	cry	voroshjeyaqui, újajyi	voroshjeyaqui	ʋ o r o ʃ	None	2048	875
9429	Tsimane	cry	voroshjeyaqui, újajyi	újajyi	ɨ̃ h a h j i	None	0	867
9456	Chacobo	cry	arahaina	arahaina	a r a	None	3074	868
10150	Araona	cry	pa	pa	p a	None	2045	865
10310	Kaxarari	cry	wiʃahi	wiʃahi	w i ʃ a h i	None	3088	867
218	EseEjja	cure	šikʷi-	šikʷi-	ʃ i kʷ i	None	2078	882
219	EseEjja	cure	čikʷi-	čikʷi-	tʃ i kʷ i	None	2072	882
220	EseEjja	cure	wakia	wakia	w a k i a	None	1072	888
1128	Cashibo	cure	pɨṣ̌ku-ti	pɨṣ̌ku-ti	p ɨ ʂ k u t i	None	0	878
